liquids:029	DEAD	3	Exhausted parameter family: across reach 24/12/6/3 whiskers only fall 290->119 while levelling rises 343->1661 frames, so no setting of the knob reaches the goal and the trade is monotone.
liquids:030	DEAD	3	Counterexample in the replacement artifact -- enclosed holes 289->1040 bought the whisker drop 2540->1635, the classic "a fix that trades one artifact for a worse one".
liquids:031	DEAD	3	Contradictory requirements: removing find_lateral_descent kills 75% of whiskers by restoring the exact defect (water reading as sand) the mechanism exists to fix.
liquids:033	DEAD	3	The striping is derived from two individually-correct premises and the revert restores a 29-rows-per-frame physics violation; bug register S2 is still OPEN and rigid.rs displaces only coherent pieces, so the "body-level move" clause is unmet.
powders:019	COSTED	2	Paired fork from one world state, roofed void 242->173 and 7,190->4,353 (-31%/-39%), with the arithmetic explicitly reopening only for a colony whose galleries sit deep under a thick roof -- today lining is 1-4 cells under the crust.
powders:020	CONFOUNDED	2	Failed on the sensor, not the idea: field.rs rebuild_blocked marks only Solid|Plant opaque (verified src/sim/field.rs:3033), so the light channel cannot carry a powder burial, and the stone positive control moved 3.27->0.27; Material still has no `opaque` field, so the clause is not yet met.
powders:021	META	2	Withdrawn inference with no mechanism attached -- round 28's "moisture blocks plants" was the waterless `nest` patch (closed by #328), and the spoil mound measures wetter than the bank (0.29 vs 0.22), so nothing is rejected but a diagnosis.
structural:036	DEAD	3	Disjoint call set: the clamp evaluates the ceiling course while the cells that fail are in the roof mass above it, so the rule never reaches the population it was built for.
structural:037	COSTED	2	Measured 62.56 vs 23.06 ms/frame (over the 60 ms budget) for a discrimination table that is unchanged at 8 cells -- MAX_COVER_PROBE is 8 in load.rs:1605 -- and the entry names the one condition that changes the arithmetic, arching deeper than 8 cells of cover.
structural:039	META	2	The thing rejected is a diagnosis established with an instrument: `relax` is documented in examples/filmstrip.rs:3016 as "the instrument for one specific question", no engine mechanism is rejected, and the clause impeaches its own figures pending re-baselining against the churning worldgen.
structural:043	DEAD	3	Arithmetic of scale plus a shipped superseding mechanism: pending sites 26->4,064 and 2.5->3,160 ms/frame because cost grows with settle traffic, and the bounded in-tick chain walk replaced it.
structural:044	DEAD	3	Arithmetic double-count -- capacity already carries D-squared, so dividing torque by the section again models M/D-cubed -- and it broke scene=undercut.
structural:045	DEAD	3	Arithmetic identity: at a cut the whole cross-section is loosened so the mean equals the minimum and the grading cannot help its own target case, while it took scene=undercut to zero failures.
structural:046	DEAD	3	Counterexample scene=ligament, which fails from geometry alone: a structure standing only by exemption has no answer when anything asks, so attachment can only be a capacity multiplier.
destruction:043	DEAD	2	Contradictory requirements across cases -- the same reach improves flat strike=12 (16,634->12,283) and nearly doubles strike=20 (10,541->18,502) -- so no single setting exists, and DETACH_REACH is no longer in src at all.
destruction:045	DEAD	3	True by construction: severing every block makes each one an island, so all of them fail the support test (2,400 confined failures per 400 frames, still climbing at 2,000 with the world still).
destruction:046	DEAD	3	Superseding mechanism plus an owner verdict on the look: independent strokes crossing read as scribble, and the single-origin sub-cell walker with forks replaced it.
destruction:047	DEAD	3	Structural geometry of the region: an overload's failing set is a sparse union of subtrees, so a walk restricted to it can only write 29 cells -- the bit-identical images are mechanically explained and FailureCounts::crushed_cells did move, so the identity is a finding, not a vacuous null.
destruction:048	DEAD	3	The defect holds across the whole parameter family, not at a setting: a regular lattice reads as graph paper at any spacing, which no metric saw and only looking caught.
field:010	DEAD	2	Superseded by the third attempt that is in the code today -- no-penetration, clamping only the wall-normal component (src/sim/field.rs:3248) -- which is the textbook continuum boundary condition reflection cannot be.
weather:012	DEAD	2	Non-reconvergence is structural, not tuning: a steady forcing term means the field never re-converges (the monopole failure by another route), so the 3.55 ms/frame is permanent on every scene rather than a cost that can be bought down.
rendering:043	LANDED	2	The named decider arrived and it shipped: the owner answered pane E at 2026-09-12T04:50 ("I like it but probably not worth extra cost") and picked pane D, and the bilinear blend landed at 08:04 as MagnifyStyle::Painted/PaintedInk -- render.rs:2767 names it "plain bilinear, i.e. lane T's `smooth` arm".
rendering:044	LANDED	2	"Never as brightness noise" was overturned by the ship: magnify_grain_at is a per-pixel brightness jitter keyed on world position at MAGNIFY_GRAIN 0.08 inside the owner-picked Painted style, while the `stamp` sub-grain the entry preferred never reached render.rs.
rendering:045	DEAD	3	Counterexample caught by its own guard -- a constant out-of-bounds class is a discontinuity, and Solid under a sub-half threshold inked a 126-pixel black band on all four screen edges -- superseded by clamping to the world rect.
rendering:046	DEAD	3	Arithmetic: a cell with no orthogonal neighbour has four convex corners and at zoom 2 the cut ox+oy<1 is the whole 2x2 block (twig presence 0.03), and the shipped chamfer now exempts exactly such cells (render.rs:6052).
rendering:047	DEAD	3	Contradiction with the mechanism's own purpose -- the grain exists so a mass reads as material and the sky is not a mass -- and the shipped style gates the grain on class != Air.
rendering:048	EXPIRED	3	The author's condition is met and unchecked: the chamfer landed as a cycled selector arm and the three notch rules are one key apart (render.rs:2062, NotchRule::Fill/Deep/Cut at 2105, cycle_magnify_notch at 3371), yet no owner pick on the real screen is recorded.
character:003	DEAD	3	Contradiction with the input model: jump_pressed is an edge, so with W held the !grounded gate can never be entered at all, and GRIP_ROWS (still in player.rs) handles the problem it guarded.
other:111	DEAD	3	Data-layout contradiction: Cell::aux is still a single u16 tagged union and structural writes anchor distance into it on every Solid (rooted at 0 under powder), so the held water can never survive a frame; superseded by the drains shipped in paint_nest_patch, and nest.ron is still kind: Solid with no water_capacity.
other:112	DEAD	3	Cross-game counterexample with a standing guard: footing maps Powder->Soft (player.rs:1614) and rect_free ignores Soft cells at the feet (1663), so a nest wall stops being a wall for the gnome; Footing still reads `kind`, so the re-test condition is unmet.
other:113	RE-TESTED	3	The condition was met after the entry was written and made the rejection stricter, not weaker: the owner's blind three-way called the mean "blurry" and the per-kind areal census (plant 2.86x vs 2.76x, creature 7.23x vs 7.32x) showed the two filters are areally indistinguishable, so the whole question is taste and it was answered.
other:114	UNBUILT	3	Considered and never built, declined on scope -- the Solid/Powder tie is what bounds the change to 1,311 of 163,840 pixels -- and its named condition is unmet: bug register Z11 records the vein/seam loss itself and says to build this only against a report about veins or seams, not about plants.
other:115	CONFOUNDED	3	Measured at constants calibrated for the behaviour it replaced: idle_cost_per_cell/move_cost_per_cell/body_energy in longant.ron were derived against a colony largely standing still, and the three-seed arms disagree half-by-half (the entry's own re-test clause says three seeds is not a sweep).
other:116	DEAD	3	Redundancy by construction: the footing it proposes already exists and is authored on -- climbs_over_kin: true at longant.ron:954, granted to a chain's head by head_has_foothold -- so the change is a no-op, and the census says the boxed bodies are short of a free cell, not of footing.
other:117	DEAD	3	Arithmetic impossibility: buoyant_share is fluid_density/body_density and air's density is strictly positive, so a `carried <= 0.0` gate can never fire (all four sweep arms byte-identical, mechanically explained), and the CRUISE_MAX_BUOYANCY 0.5 classifier replaced it.
other:118	DEAD	3	Counterexample from the guard's second arm: a deliberate hover holds position by design and so is indistinguishable from a stall by displacement alone, which cut a flying animal's wings over water; replaced by requiring the substep loop's own blocked flag.
other:119	DEAD	3	Rule A -- the three-seed medians are inside the entry's own spread, but deleting them leaves the arithmetic standing: HOVER_GAIN 2.5 x 0.4 == 1.0 is exactly the clamp, so 0.4 begins sinking on the frame it leaves the ground and buys zero hover frames (shipped value is now 0.7).
other:120	META	3	Withdrawn attribution with no mechanism rejected: isolated at 20,000 frames the proportional lift charge alone moves flower_visits 274->506 and born 12->25 with the cruise off, so the entry only corrects which arm the headline belongs to.
