E01	HOLDS	3	No TreeState/Tip/RootTip float-position structs survive anywhere in src (only historical comments, e.g. src/sim/plant.rs:12403), and the per-cell Grow behaviour it names as the replacement is shipped (src/sim/organism.rs Behavior::Grow, :278).
E02	HOLDS	3	src/sim/organism.rs:256 still declares Behavior with struct-shaped variants (Divide { .. }, BudBreak { .. }) and the .ron assets use RON struct-variant syntax (assets/species/herb.ron:321 `Absorb(rate: 1.6)`), so RON's newtype-doubling constraint is untouched.
E03	HOLDS	3	src/sim/weather.rs:1310-1327 still carries the steady-wind revert as do-not-retry, the world is still bounded and field sleeping is still convergence-based (src/sim/field.rs:1448 mark_converged), so the named condition is unchanged.
E04	HOLDS	3	src/sim/plant.rs:12206 `let sides = if rng.flip() { axis } else { [axis[1], axis[0]] }` — the coin flip shipped and the two-option-loop-with-a-break bug class is stated unconditionally.
E05	HOLDS	2	src/sim/pheromone.rs:61 PHEROMONE_INTERVAL=12 and :114 DECAY_RHO=0.03 are still exactly the retuned pair, and the forced-decrease LUT floor the rejection rests on is still built at :217.
E06	HOLDS	3	src/sim/update.rs:1621-1633 documents and ships the two-angle repose (lenient roll_reach_at while flowing, stricter stability_reach_at at rest), the strictly better replacement.
E07	HOLDS	3	src/render.rs:54 CAVE_FADE_DEPTH = 24 with the ramp precomputed as a pure function of depth (render.rs:2583 cave_ramp, :5099), so the pixel-identity requirement the clause names still holds.
E08	HOLDS	3	src/sim/creature.rs:8252 is_partable still returns false for `material.woody` with the plant-killing measurement in its own comment, and organism::Crossing (creature.rs:6937) is the shipped replacement.
E09	HOLDS	3	assets/explosion.ron:6 debris_fraction 0.4 with staged expansion over duration (src/sim/explosion.rs:706 stages()) still shipped; the particle-count arithmetic is unchanged.
E10	HOLDS	3	The rebuilt shape is still the shipped one: assets/explosion.ron:4 duration 10.0, src/sim/explosion.rs:2057 scorch writes real CA temperature instead of ignite_circle, and src/sim/particle.rs:142 Particle::pierce exists.
E11	HOLDS	3	src/sim/load.rs:1753-1769 still carries the piece-footing rule and the 48,109-vs-894 measurement; the footing is the run of rock with anything beneath it, not per-cell contact.
E12	REOPEN	3	src/sim/field.rs:152 LIGHT_DECAY is 0.95, not the 0.997 the entry records as the answer, and its doc (field.rs:110-141) says this channel no longer carries sunlight at all — apply_sky's column cast does — so both the rejected value's reason and the prescribed replacement are about a world that is gone.
E13	REOPEN	3	assets/materials/log.ron:102-142 now ships wood.ron's 32-colour palette copied entry for entry (bands spanning ~34 units, no grey timber), and src/sim/rigid.rs:3986 carries the cell's shade instead of re-rolling it, so the per-cell random draw that made a wide spread read as speckle no longer happens.
E14	HOLDS	3	src/sim/update.rs:1922-1931 still documents the 500/300 overshoot and transfer_liquid_horizontal still moves half the difference; the arithmetic is unchanged.
E15	HOLDS	3	src/sim/pheromone.rs:217 build_decay_lut forces `decayed.min(v-1)` and :281 debug_asserts strict decrease at construction — the quantization argument and its guard both still ship.
E16	HOLDS	2	Both named constants are unmoved — assets/species/herb.ron:197 soil_water_threshold 0.15 (= moisture 246 per src/sim/update.rs:280), tree.ron:150 0.25, src/sim/plant.rs:3820 SOIL_UPTAKE_PER_TICK 60 (the 2026-09-05 arm is an env instrument with no default change) — so neither reopening condition is met.
E17	HOLDS	3	src/sim/plant.rs:4667-4671 applies the (P-Y)-proportional stochastic taper via turgor_taper (assets/species/tree.ron:257 = 0.3); the hard step form is still gone.
E18	HOLDS	2	A topple outcome shipped, but as a body-side kern test before settling (src/sim/rigid.rs:2899), whose own doc at :2874-2888 re-states this exact measurement and concludes "Nothing about the load model changes"; the opt-out guard is still deliberate at src/sim/load.rs:2137 because a load-model failure still means breaks_into.
E19	HOLDS	3	src/sim/plant.rs:9093-9101 still sites flushes by `light / (1.0 + candidate_crowding(..))` and restates the flat-cap failure; light is still per-column sky visibility (ambient_light_above / field.rs apply_sky column cast).
E20	HOLDS	3	src/sim/creature.rs:417-437 keeps the never-argmax doc and choose_weighted is still the live chooser for gradient decisions (creature.rs:580, pheromone.rs:829).
E21	HOLDS	3	Neither re-test condition is met: src/sim/pheromone.rs:114 DECAY_RHO is still 0.03 for both planes and set_channel_rho has no production caller (only examples/labforage.rs:649), so the food-pair gate remains as shipped by aff92b26.
E22	REOPEN	3	Three materials now ship finite ignition_temperature — assets/materials/wood.ron:123 (400.0), log.ron:149 (400.0), deadleaf.ron:168 (320.0) — which is exactly the clause's "Holds until materials ship finite ignition_temperature values"; src/sim/explosion.rs:2088 still asserts no shipped material sets one.
E23	HOLDS	3	src/worldgen/passes.rs:463-471 draws markers per bed on Purpose::RockMarker (MARKER_IRONSTONE 0.030, MARKER_SILL 0.015 at :494), and a rock unit is still many beds thick, so the granularity argument stands.
E24	HOLDS	3	The settle-drop landing rule the clause hangs on is still the fix (src/sim/update.rs:2132 LIQUID_SETTLE_DROP, used at :1803) and LIQUID_LATERAL_REACH is unchanged at 24 (src/sim/material.rs:167).
